Entity,Code,Year,Renewables (TWh - equivalent)
China,CHN,1986,279.5793
China,CHN,1987,295.77072
China,CHN,1988,322.80865
China,CHN,1989,350.1341
China,CHN,1990,374.97653
China,CHN,1991,368.92078
China,CHN,1992,387.1576
China,CHN,1993,449.98102
China,CHN,1994,497.66483
China,CHN,1995,574.96796
China,CHN,1996,560.9846
China,CHN,1997,588.77924
China,CHN,1998,597.08636
China,CHN,1999,590.74176
China,CHN,2000,667.5333
China,CHN,2001,825.3467
China,CHN,2002,852.9211
China,CHN,2003,838.5696
China,CHN,2004,1036.6857
China,CHN,2005,1167.9497
China,CHN,2006,1285.6338
China,CHN,2007,1432.4526
China,CHN,2008,1891.2344
China,CHN,2009,1883.614
China,CHN,2010,2212.7656
China,CHN,2011,2219.7346
China,CHN,2012,2780.1016
China,CHN,2013,3032.571
China,CHN,2014,3552.3396
China,CHN,2015,3806.155
China,CHN,2016,4136.883
China,CHN,2017,4504.9766
China,CHN,2018,4940.908
China,CHN,2019,5403.476
China,CHN,2020,5837.7437
China,CHN,2021,6531.148
China,CHN,2022,7092.607
Colombia,COL,1965,10.479421
Colombia,COL,1966,11.642315
Colombia,COL,1967,12.978976
Colombia,COL,1968,14.462669
Colombia,COL,1969,16.080029
Colombia,COL,1970,17.897888
Colombia,COL,1971,18.993948
Colombia,COL,1972,21.03904
Colombia,COL,1973,22.896997
Colombia,COL,1974,25.99805
Colombia,COL,1975,29.381632
Colombia,COL,1976,30.88424
Colombia,COL,1977,31.518799
Colombia,COL,1978,36.35271
Colombia,COL,1979,39.897125
Colombia,COL,1980,43.44431
Colombia,COL,1981,42.8592
Colombia,COL,1982,45.79759
Colombia,COL,1983,46.183407
Colombia,COL,1984,51.497456
Colombia,COL,1985,55.38148
Colombia,COL,1986,63.93043
Colombia,COL,1987,69.5983
Colombia,COL,1988,73.378265
Colombia,COL,1989,80.0691
Colombia,COL,1990,82.1796
Colombia,COL,1991,82.84442
Colombia,COL,1992,66.968796
Colombia,COL,1993,83.612816
Colombia,COL,1994,96.21365
Colombia,COL,1995,96.115
Colombia,COL,1996,105.92846
Colombia,COL,1997,94.61531
Colombia,COL,1998,92.71936
Colombia,COL,1999,101.11132
Colombia,COL,2000,92.7105
Colombia,COL,2001,94.52122
Colombia,COL,2002,100.728035
Colombia,COL,2003,106.51464
Colombia,COL,2004,112.11738
Colombia,COL,2005,114.24242
Colombia,COL,2006,124.48446
Colombia,COL,2007,128.53342
Colombia,COL,2008,133.19057
Colombia,COL,2009,121.11475
Colombia,COL,2010,121.46274
Colombia,COL,2011,144.87357
Colombia,COL,2012,142.60588
Colombia,COL,2013,132.96927
Colombia,COL,2014,134.81253
Colombia,COL,2015,134.3141
Colombia,COL,2016,139.63675
Colombia,COL,2017,166.51483
Colombia,COL,2018,166.00272
Colombia,COL,2019,161.43018
Colombia,COL,2020,148.70306
Colombia,COL,2021,178.09984
Colombia,COL,2022,188.00679
Croatia,HRV,1990,11.618233
Croatia,HRV,1991,16.370174
Croatia,HRV,1992,12.8793955
Croatia,HRV,1993,13.514361
Croatia,HRV,1994,16.090094
Croatia,HRV,1995,16.832708
Croatia,HRV,1996,23.27865
Croatia,HRV,1997,17.311634
Croatia,HRV,1998,17.833946
Croatia,HRV,1999,21.69518
Croatia,HRV,2000,19.084349
Croatia,HRV,2001,21.094494
Croatia,HRV,2002,17.079268
Croatia,HRV,2003,15.828297
Croatia,HRV,2004,21.99574
Croatia,HRV,2005,20.218872
Croatia,HRV,2006,18.91722
Croatia,HRV,2007,13.441063
Croatia,HRV,2008,16.46267
Croatia,HRV,2009,20.995983
Croatia,HRV,2010,25.822374
Croatia,HRV,2011,14.649388
Croatia,HRV,2012,14.799333
Croatia,HRV,2013,25.705479
Croatia,HRV,2014,27.339386
Croatia,HRV,2015,20.635973
Croatia,HRV,2016,22.622921
Croatia,HRV,2017,19.222336
Croatia,HRV,2018,26.558393
Croatia,HRV,2019,23.20829
Croatia,HRV,2020,23.762774
Croatia,HRV,2021,29.234947
Croatia,HRV,2022,25.465202
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Czechia,CZE,1965,6.5993996
Czechia,CZE,1966,6.220424
Czechia,CZE,1967,5.606222
Czechia,CZE,1968,4.3386154
Czechia,CZE,1969,3.54146
Czechia,CZE,1970,5.057362
Czechia,CZE,1971,3.572043
Czechia,CZE,1972,3.7376344
Czechia,CZE,1973,3.196505
Czechia,CZE,1974,5.378763
Czechia,CZE,1975,5.363978
Czechia,CZE,1976,4.2758064
Czechia,CZE,1977,5.8163977
Czechia,CZE,1978,5.41129
Czechia,CZE,1979,6.7803764
Czechia,CZE,1980,7.093817
Czechia,CZE,1981,6.094355
Czechia,CZE,1982,4.938172
Czechia,CZE,1983,4.893817
Czechia,CZE,1984,3.838172
Czechia,CZE,1985,4.9411287
Czechia,CZE,1986,5.5473113
Czechia,CZE,1987,7.2889786
Czechia,CZE,1988,6.2067204
Czechia,CZE,1989,4.858333
Czechia,CZE,1990,3.4330645
Czechia,CZE,1991,3.2201612
Czechia,CZE,1992,4.165581
Czechia,CZE,1993,4.6047053
Czechia,CZE,1994,5.4232965
Czechia,CZE,1995,7.3968997
Czechia,CZE,1996,7.009519
Czechia,CZE,1997,6.975479
Czechia,CZE,1998,6.410271
Czechia,CZE,1999,7.6419115
Czechia,CZE,2000,7.569128
Czechia,CZE,2001,8.228159
Czechia,CZE,2002,9.618769
Czechia,CZE,2003,6.2921424
Czechia,CZE,2004,8.484305
Czechia,CZE,2005,9.242429
Czechia,CZE,2006,10.538562
Czechia,CZE,2007,10.29809
Czechia,CZE,2008,12.313734
Czechia,CZE,2009,16.008863
Czechia,CZE,2010,20.000904
Czechia,CZE,2011,24.645012
Czechia,CZE,2012,26.829235
Czechia,CZE,2013,30.482891
Czechia,CZE,2014,30.79238
Czechia,CZE,2015,31.222301
Czechia,CZE,2016,31.114965
Czechia,CZE,2017,31.887047
Czechia,CZE,2018,31.103422
Czechia,CZE,2019,33.18004
Czechia,CZE,2020,34.308643
Czechia,CZE,2021,34.89383
Czechia,CZE,2022,34.471333
Denmark,DNK,1965,0.07392472
Denmark,DNK,1966,0.07688166
Denmark,DNK,1967,0.07392472
Denmark,DNK,1968,0.062096667
Denmark,DNK,1969,0.06505389
Denmark,DNK,1970,0.07096777
Denmark,DNK,1971,0.07096777
Denmark,DNK,1972,0.07096777
Denmark,DNK,1973,0.07096777
Denmark,DNK,1974,0.07096777
Denmark,DNK,1975,0.062096667
Denmark,DNK,1976,0.056182776
Denmark,DNK,1977,0.07688166
Denmark,DNK,1978,0.088709585
Denmark,DNK,1979,0.10349472
Denmark,DNK,1980,0.13188167
Denmark,DNK,1981,0.13602138
Denmark,DNK,1982,0.14430083
Denmark,DNK,1983,0.2845364
Denmark,DNK,1984,0.29281583
Denmark,DNK,1985,0.35473108
Denmark,DNK,1986,0.61877024
Denmark,DNK,1987,0.79558474
Denmark,DNK,1988,1.2149194
Denmark,DNK,1989,1.736707
Denmark,DNK,1990,2.5578089
Denmark,DNK,1991,3.3968077
Denmark,DNK,1992,4.4518747
Denmark,DNK,1993,5.46336
Denmark,DNK,1994,5.288903
Denmark,DNK,1995,5.635707
Denmark,DNK,1996,6.341975
Denmark,DNK,1997,8.891657
Denmark,DNK,1998,11.86202
Denmark,DNK,1999,13.259739
Denmark,DNK,2000,16.782639
Denmark,DNK,2001,17.559986
Denmark,DNK,2002,20.330074
Denmark,DNK,2003,24.152138
Denmark,DNK,2004,28.343622
Denmark,DNK,2005,29.142086
Denmark,DNK,2006,27.297432
Denmark,DNK,2007,30.343483
Denmark,DNK,2008,29.643019
Denmark,DNK,2009,29.541565
Denmark,DNK,2010,36.73653
Denmark,DNK,2011,42.516926
Denmark,DNK,2012,45.159946
Denmark,DNK,2013,48.025864
Denmark,DNK,2014,53.410965
Denmark,DNK,2015,55.715622
Denmark,DNK,2016,54.315956
Denmark,DNK,2017,63.94792
Denmark,DNK,2018,60.734573
Denmark,DNK,2019,66.85457
Denmark,DNK,2020,67.89104
Denmark,DNK,2021,76.325
Denmark,DNK,2022,81.522026
Eastern Africa (EI),,1965,17.882498
Eastern Africa (EI),,1966,21.194448
Eastern Africa (EI),,1967,20.730467
Eastern Africa (EI),,1968,21.283768
Eastern Africa (EI),,1969,23.395409
Eastern Africa (EI),,1970,33.532246
Eastern Africa (EI),,1971,26.728498
Eastern Africa (EI),,1972,32.61082
Eastern Africa (EI),,1973,33.68546
Eastern Africa (EI),,1974,42.623062
Eastern Africa (EI),,1975,45.337036
Eastern Africa (EI),,1976,49.977036
Eastern Africa (EI),,1977,56.932796
Eastern Africa (EI),,1978,54.426785
Eastern Africa (EI),,1979,58.988407
Eastern Africa (EI),,1980,53.991188
Eastern Africa (EI),,1981,56.38905
Eastern Africa (EI),,1982,58.504303
Eastern Africa (EI),,1983,57.908806
Eastern Africa (EI),,1984,56.461853
Eastern Africa (EI),,1985,58.95273
Eastern Africa (EI),,1986,57.56463
Eastern Africa (EI),,1987,50.410217
Eastern Africa (EI),,1988,56.801064
Eastern Africa (EI),,1989,55.021084
Eastern Africa (EI),,1990,65.27184
Eastern Africa (EI),,1991,66.46559
Eastern Africa (EI),,1992,60.220367
Eastern Africa (EI),,1993,62.877037
Eastern Africa (EI),,1994,62.936836
Eastern Africa (EI),,1995,63.905167
Eastern Africa (EI),,1996,64.05463
Eastern Africa (EI),,1997,67.307365
Eastern Africa (EI),,1998,85.939766
Eastern Africa (EI),,1999,90.3494
Eastern Africa (EI),,2000,96.01199
Eastern Africa (EI),,2001,107.77668
Eastern Africa (EI),,2002,115.69168
Eastern Africa (EI),,2003,117.24149
Eastern Africa (EI),,2004,119.00988
Eastern Africa (EI),,2005,121.96513
Eastern Africa (EI),,2006,128.22202
Eastern Africa (EI),,2007,138.04424
Eastern Africa (EI),,2008,135.94812
Eastern Africa (EI),,2009,142.46404
Eastern Africa (EI),,2010,159.09608
Eastern Africa (EI),,2011,163.20682
Eastern Africa (EI),,2012,169.85017
Eastern Africa (EI),,2013,180.46767
Eastern Africa (EI),,2014,194.56079
Eastern Africa (EI),,2015,196.8584
Eastern Africa (EI),,2016,187.26083
Eastern Africa (EI),,2017,194.13123
Eastern Africa (EI),,2018,204.47623
Eastern Africa (EI),,2019,209.52115
Eastern Africa (EI),,2020,220.12306
Eastern Africa (EI),,2021,232.69196
Eastern Africa (EI),,2022,241.18584
Ecuador,ECU,1965,0.7362903
Ecuador,ECU,1966,0.84274197
Ecuador,ECU,1967,0.9284947
Ecuador,ECU,1968,0.9698925
Ecuador,ECU,1969,1.0763441
Ecuador,ECU,1970,1.1975806
Ecuador,ECU,1971,1.3010752
Ecuador,ECU,1972,1.3158602
Ecuador,ECU,1973,1.2862902
Ecuador,ECU,1974,1.4784948
Ecuador,ECU,1975,1.8569891
Ecuador,ECU,1976,1.7889782
Ecuador,ECU,1977,1.65
Ecuador,ECU,1978,2.3389785
Ecuador,ECU,1979,2.0965054
Ecuador,ECU,1980,2.5784945
Ecuador,ECU,1981,2.3034947
Ecuador,ECU,1982,2.6465054
Ecuador,ECU,1983,5.0889783
Ecuador,ECU,1984,9.559946
Ecuador,ECU,1985,9.695967
Ecuador,ECU,1986,11.8634405
Ecuador,ECU,1987,13.51344
Ecuador,ECU,1988,14.27043
Ecuador,ECU,1989,14.648925
Ecuador,ECU,1990,14.745582
Ecuador,ECU,1991,15.009443
Ecuador,ECU,1992,14.706825
Ecuador,ECU,1993,17.180513
Ecuador,ECU,1994,19.413454
Ecuador,ECU,1995,15.259694
Ecuador,ECU,1996,18.75741
Ecuador,ECU,1997,19.321491
Ecuador,ECU,1998,19.238455
Ecuador,ECU,1999,21.2215
Ecuador,ECU,2000,22.506329
Ecuador,ECU,2001,20.772078
Ecuador,ECU,2002,21.962057
Ecuador,ECU,2003,20.824099
Ecuador,ECU,2004,21.368282
Ecuador,ECU,2005,20.036217
Ecuador,ECU,2006,20.750978
Ecuador,ECU,2007,26.256138
Ecuador,ECU,2008,32.407547
Ecuador,ECU,2009,26.464054
Ecuador,ECU,2010,24.762468
Ecuador,ECU,2011,31.632452
Ecuador,ECU,2012,34.53953
Ecuador,ECU,2013,31.225092
Ecuador,ECU,2014,32.630745
Ecuador,ECU,2015,37.02574
Ecuador,ECU,2016,44.411785
Ecuador,ECU,2017,55.455624
Ecuador,ECU,2018,56.59321
Ecuador,ECU,2019,66.99889
Ecuador,ECU,2020,65.84613
Ecuador,ECU,2021,68.66867
Ecuador,ECU,2022,65.90904
Egypt,EGY,1965,5.1227026
Egypt,EGY,1966,5.397133
Egypt,EGY,1967,5.8153124
Egypt,EGY,1968,8.873252
Egypt,EGY,1969,11.80051
Egypt,EGY,1970,13.865273
Egypt,EGY,1971,14.923791
Egypt,EGY,1972,15.263562
Egypt,EGY,1973,15.237425
Egypt,EGY,1974,18.086275
Egypt,EGY,1975,20.085697
Egypt,EGY,1976,23.66636
Egypt,EGY,1977,26.7243
Egypt,EGY,1978,29.364061
Egypt,EGY,1979,28.410088
Egypt,EGY,1980,28.985086
Egypt,EGY,1981,30.20042
Egypt,EGY,1982,31.023712
Egypt,EGY,1983,29.02429
Egypt,EGY,1984,28.47543
Egypt,EGY,1985,27.050537
Egypt,EGY,1986,26.530107
Egypt,EGY,1987,26.522715
Egypt,EGY,1988,26.107258
Egypt,EGY,1989,28.052956
Egypt,EGY,1990,29.430912
Egypt,EGY,1991,29.321505
Egypt,EGY,1992,28.978495
Egypt,EGY,1993,29.843414
Egypt,EGY,1994,31.72258
Egypt,EGY,1995,33.094624
Egypt,EGY,1996,33.95806
Egypt,EGY,1997,34.80672
Egypt,EGY,1998,35.792873
Egypt,EGY,1999,39.778896
Egypt,EGY,2000,42.162823
Egypt,EGY,2001,42.87231
Egypt,EGY,2002,41.4708
Egypt,EGY,2003,38.35704
Egypt,EGY,2004,38.431293
Egypt,EGY,2005,37.668526
Egypt,EGY,2006,38.101566
Egypt,EGY,2007,42.078213
Egypt,EGY,2008,45.037678
Egypt,EGY,2009,41.365356
Egypt,EGY,2010,39.937374
Egypt,EGY,2011,40.633312
Egypt,EGY,2012,40.766834
Egypt,EGY,2013,40.441162
Egypt,EGY,2014,39.971863
Egypt,EGY,2015,42.064354
Egypt,EGY,2016,42.37162
Egypt,EGY,2017,41.250317
Egypt,EGY,2018,43.559
Egypt,EGY,2019,54.164448
Egypt,EGY,2020,64.57611
Egypt,EGY,2021,64.74202
Egypt,EGY,2022,62.478645
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0.019153222
Estonia,EST,1996,0.015961027
Estonia,EST,1997,0.025537638
Estonia,EST,1998,0.03830639
Estonia,EST,1999,0.053326555
Estonia,EST,2000,0.19035605
Estonia,EST,2001,0.091968246
Estonia,EST,2002,0.10662127
Estonia,EST,2003,0.13780963
Estonia,EST,2004,0.18540779
Estonia,EST,2005,0.32299137
Estonia,EST,2006,0.3894322
Estonia,EST,2007,0.44024774
Estonia,EST,2008,0.6209667
Estonia,EST,2009,1.6564227
Estonia,EST,2010,3.3014305
Estonia,EST,2011,3.6500385
Estonia,EST,2012,4.546047
Estonia,EST,2013,3.7770145
Estonia,EST,2014,4.318389
Estonia,EST,2015,4.73488
Estonia,EST,2016,4.763155
Estonia,EST,2017,5.5991955
Estonia,EST,2018,6.255312
Estonia,EST,2019,6.706607
Estonia,EST,2020,8.949064
Estonia,EST,2021,9.147321
Estonia,EST,2022,9.413746
Europe,,1965,1136.317
Europe,,1966,1236.1235
Europe,,1967,1227.1451
Europe,,1968,1306.93
Europe,,1969,1324.856
Europe,,1970,1403.3851
Europe,,1971,1420.429
Europe,,1972,1451.041
Europe,,1973,1469.0743
Europe,,1974,1585.3105
Europe,,1975,1585.7013
Europe,,1976,1516.5712
Europe,,1977,1785.32
Europe,,1978,1849.7928
Europe,,1979,1924.9043
Europe,,1980,1917.5763
Europe,,1981,1938.9855
Europe,,1982,1883.9261
Europe,,1983,1950.9388
Europe,,1984,2027.7712
Europe,,1985,1958.4535
Europe,,1986,1925.9314
Europe,,1987,2028.4999
Europe,,1988,2108.3557
Europe,,1989,1922.6748
Europe,,1990,1972.7097
Europe,,1991,2010.3629
Europe,,1992,2067.5134
Europe,,1993,2121.4932
Europe,,1994,2163.2092
Europe,,1995,2183.1316
Europe,,1996,2058.6392
Europe,,1997,2152.665
Europe,,1998,2249.166
Europe,,1999,2305.702
Europe,,2000,2423.5798
Europe,,2001,2468.1365
Europe,,2002,2301.2156
Europe,,2003,2217.5632
Europe,,2004,2432.2148
Europe,,2005,2513.608
Europe,,2006,2550.5503
Europe,,2007,2695.9492
Europe,,2008,2852.5627
Europe,,2009,2954.915
Europe,,2010,3188.1184
Europe,,2011,3127.6755
Europe,,2012,3457.4946
Europe,,2013,3719.1284
Europe,,2014,3804.169
Europe,,2015,3887.3064
Europe,,2016,3975.784
Europe,,2017,4015.4504
Europe,,2018,4267.3823
Europe,,2019,4347.254
Europe,,2020,4716.3286
Europe,,2021,4786.4863
Europe,,2022,4725.8022
Europe (EI),,1965,902.28
Europe (EI),,1966,971.907
Europe (EI),,1967,972.83685
Europe (EI),,1968,1009.24414
Europe (EI),,1969,995.0218
Europe (EI),,1970,1045.1014
Europe (EI),,1971,1055.7909
Europe (EI),,1972,1097.6636
Europe (EI),,1973,1115.6287
Europe (EI),,1974,1205.4832
Europe (EI),,1975,1231.3184
Europe (EI),,1976,1140.4823
Europe (EI),,1977,1376.6453
Europe (EI),,1978,1376.029
Europe (EI),,1979,1447.1212
Europe (EI),,1980,1407.6643
Europe (EI),,1981,1424.4423
Europe (EI),,1982,1409.2991
Europe (EI),,1983,1451.1506
Europe (EI),,1984,1467.3021
Europe (EI),,1985,1521.7201
Europe (EI),,1986,1475.1782
Europe (EI),,1987,1603.0646
Europe (EI),,1988,1718.2452
Europe (EI),,1989,1503.5327
Europe (EI),,1990,1547.7667
Europe (EI),,1991,1580.4879
Europe (EI),,1992,1635.8229
Europe (EI),,1993,1706.6776
Europe (EI),,1994,1733.5872
Europe (EI),,1995,1767.7577
Europe (EI),,1996,1722.6119
Europe (EI),,1997,1805.8099
Europe (EI),,1998,1906.1323
Europe (EI),,1999,1934.1533
Europe (EI),,2000,2030.2413
Europe (EI),,2001,2028.3899
Europe (EI),,2002,1926.4271
Europe (EI),,2003,1868.0963
Europe (EI),,2004,2058.0586
Europe (EI),,2005,2131.7822
Europe (EI),,2006,2182.8801
Europe (EI),,2007,2297.0925
Europe (EI),,2008,2484.8147
Europe (EI),,2009,2573.1567
Europe (EI),,2010,2878.561
Europe (EI),,2011,2836.1401
Europe (EI),,2012,3186.9229
Europe (EI),,2013,3416.446
Europe (EI),,2014,3475.817
Europe (EI),,2015,3658.1082
Europe (EI),,2016,3722.644
Europe (EI),,2017,3753.2292
Europe (EI),,2018,4020.3955
Europe (EI),,2019,4180.9624
Europe (EI),,2020,4487.0415
Europe (EI),,2021,4522.7837
Europe (EI),,2022,4551.3584
European Union (27),,1965,634.6806
European Union (27),,1966,693.2173
European Union (27),,1967,669.873
European Union (27),,1968,684.42175
European Union (27),,1969,673.5616
European Union (27),,1970,715.2608
European Union (27),,1971,711.2372
European Union (27),,1972,745.17175
European Union (27),,1973,742.99915
European Union (27),,1974,801.8457
European Union (27),,1975,808.88153
European Union (27),,1976,709.1641
European Union (27),,1977,936.24084
European Union (27),,1978,913.791
European Union (27),,1979,957.0407
European Union (27),,1980,912.5596
European Union (27),,1981,900.1091
European Union (27),,1982,882.96814
European Union (27),,1983,901.0426
European Union (27),,1984,914.5974
European Union (27),,1985,935.07446
European Union (27),,1986,888.04175
European Union (27),,1987,970.8878
European Union (27),,1988,1025.8496
European Union (27),,1989,847.7131
European Union (27),,1990,899.1338
European Union (27),,1991,940.3685
European Union (27),,1992,981.79083
European Union (27),,1993,1012.9728
European Union (27),,1994,1046.1083
European Union (27),,1995,1053.2316
European Union (27),,1996,1052.2263
European Union (27),,1997,1103.0718
European Union (27),,1998,1155.1224
European Union (27),,1999,1160.3475
European Union (27),,2000,1233.6073
European Union (27),,2001,1307.9371
European Union (27),,2002,1174.9828
European Union (27),,2003,1186.6753
European Union (27),,2004,1312.3002
European Union (27),,2005,1325.5771
European Union (27),,2006,1409.876
European Union (27),,2007,1508.3539
European Union (27),,2008,1653.4962
European Union (27),,2009,1748.568
European Union (27),,2010,1995.5614
European Union (27),,2011,1971.6841
European Union (27),,2012,2212.4233
European Union (27),,2013,2395.549
European Union (27),,2014,2476.861
European Union (27),,2015,2527.73
European Union (27),,2016,2557.1033
European Union (27),,2017,2568.073
European Union (27),,2018,2746.444
European Union (27),,2019,2828.9482
European Union (27),,2020,3050.2432
European Union (27),,2021,3097.9714
European Union (27),,2022,3118.0642
Finland,FIN,1965,27.658304
Finland,FIN,1966,30.695938
Finland,FIN,1967,34.38769
Finland,FIN,1968,31.015532
Finland,FIN,1969,25.860216
Finland,FIN,1970,28.163082
Finland,FIN,1971,31.583033
Finland,FIN,1972,30.69295
Finland,FIN,1973,31.284348
Finland,FIN,1974,37.56272
Finland,FIN,1975,36.10215
Finland,FIN,1976,28.037634
Finland,FIN,1977,36.021503
Finland,FIN,1978,28.975508
Finland,FIN,1979,32.14456
Finland,FIN,1980,30.212067
Finland,FIN,1981,40.376343
Finland,FIN,1982,38.703705
Finland,FIN,1983,40.158302
Finland,FIN,1984,39.172638
Finland,FIN,1985,36.47252
Finland,FIN,1986,36.6368
Finland,FIN,1987,40.794502
Finland,FIN,1988,39.51314
Finland,FIN,1989,38.530464
Finland,FIN,1990,48.570297
Finland,FIN,1991,54.982754
Finland,FIN,1992,60.480312
Finland,FIN,1993,58.881355
Finland,FIN,1994,55.51455
Finland,FIN,1995,59.348175
Finland,FIN,1996,53.904213
Finland,FIN,1997,61.442986
Finland,FIN,1998,74.370316
Finland,FIN,1999,64.6358
Finland,FIN,2000,71.1623
Finland,FIN,2001,65.40962
Finland,FIN,2002,60.347183
Finland,FIN,2003,58.076145
Finland,FIN,2004,77.15629
Finland,FIN,2005,70.32838
Finland,FIN,2006,67.68443
Finland,FIN,2007,72.42418
Finland,FIN,2008,82.90047
Finland,FIN,2009,65.54022
Finland,FIN,2010,73.171
Finland,FIN,2011,73.71654
Finland,FIN,2012,85.47256
Finland,FIN,2013,77.814026
Finland,FIN,2014,81.89519
Finland,FIN,2015,92.95087
Finland,FIN,2016,89.18112
Finland,FIN,2017,94.10234
Finland,FIN,2018,95.93107
Finland,FIN,2019,95.89163
Finland,FIN,2020,104.193726
Finland,FIN,2021,114.11346
Finland,FIN,2022,125.77752
France,FRA,1965,138.62688
France,FRA,1966,155.62485
France,FRA,1967,136.11253
France,FRA,1968,152.05508
France,FRA,1969,159.95526
France,FRA,1970,171.98064
France,FRA,1971,148.91179
France,FRA,1972,149.23093
France,FRA,1973,145.98553
France,FRA,1974,171.30664
France,FRA,1975,182.2583
France,FRA,1976,147.85997
France,FRA,1977,230.07414
France,FRA,1978,206.66707
France,FRA,1979,201.13794
France,FRA,1980,210.28564
France,FRA,1981,218.24358
France,FRA,1982,213.56467
France,FRA,1983,210.31793
France,FRA,1984,199.42366
France,FRA,1985,188.35895
France,FRA,1986,190.06956
France,FRA,1987,214.0501
France,FRA,1988,231.9353
France,FRA,1989,143.78337
France,FRA,1990,165.38867
France,FRA,1991,177.03995
France,FRA,1992,210.7926
France,FRA,1993,198.56918
France,FRA,1994,240.99162
France,FRA,1995,225.40463
France,FRA,1996,205.66098
France,FRA,1997,200.53842
France,FRA,1998,195.0723
France,FRA,1999,226.70567
France,FRA,2000,209.57436
France,FRA,2001,232.9299
France,FRA,2002,192.25385
France,FRA,2003,187.52036
France,FRA,2004,189.31682
France,FRA,2005,169.13683
France,FRA,2006,186.68135
France,FRA,2007,203.96465
France,FRA,2008,235.21991
France,FRA,2009,224.25565
France,FRA,2010,246.42253
France,FRA,2011,208.03949
France,FRA,2012,261.55566
France,FRA,2013,299.31192
France,FRA,2014,286.07004
France,FRA,2015,279.92264
France,FRA,2016,297.0682
France,FRA,2017,280.18146
France,FRA,2018,333.17474
France,FRA,2019,332.58237
France,FRA,2020,359.84732
France,FRA,2021,354.31537
France,FRA,2022,340.6239
Germany,DEU,1965,47.939327
Germany,DEU,1966,51.84784
Germany,DEU,1967,49.240704
Germany,DEU,1968,49.97013
Germany,DEU,1969,40.550602
Germany,DEU,1970,54.78379
Germany,DEU,1971,42.982334
Germany,DEU,1972,42.30174
Germany,DEU,1973,48.395077
Germany,DEU,1974,55.591377
Germany,DEU,1975,54.033947
Germany,DEU,1976,45.023567
Germany,DEU,1977,55.96961
Germany,DEU,1978,58.50255
Germany,DEU,1979,58.967728
Germany,DEU,1980,62.663937
Germany,DEU,1981,64.64697
Germany,DEU,1982,64.10721
Germany,DEU,1983,60.24799
Germany,DEU,1984,59.887333
Germany,DEU,1985,56.70161
Germany,DEU,1986,60.01349
Germany,DEU,1987,64.7753
Germany,DEU,1988,64.62665
Germany,DEU,1989,59.607407
Germany,DEU,1990,56.053123
Germany,DEU,1991,51.990356
Germany,DEU,1992,60.960175
Germany,DEU,1993,63.20759
Germany,DEU,1994,68.78809
Germany,DEU,1995,75.09143
Germany,DEU,1996,69.076515
Germany,DEU,1997,73.0999
Germany,DEU,1998,79.20944
Germany,DEU,1999,88.29171
Germany,DEU,2000,115.14318
Germany,DEU,2001,119.49374
Germany,DEU,2002,141.96011
Germany,DEU,2003,146.06094
Germany,DEU,2004,181.11076
Germany,DEU,2005,206.39046
Germany,DEU,2006,244.81165
Germany,DEU,2007,297.99622
Germany,DEU,2008,307.5972
Germany,DEU,2009,312.14728
Germany,DEU,2010,338.25952
Germany,DEU,2011,392.09637
Germany,DEU,2012,447.6565
Germany,DEU,2013,466.6725
Germany,DEU,2014,494.79733
Germany,DEU,2015,562.533
Germany,DEU,2016,563.3674
Germany,DEU,2017,632.40155
Germany,DEU,2018,650.2845
Germany,DEU,2019,695.73566
Germany,DEU,2020,727.47986
Germany,DEU,2021,676.1237
Germany,DEU,2022,726.22876
Greece,GRC,1965,2.3685484
Greece,GRC,1966,5.115591
Greece,GRC,1967,4.908602
Greece,GRC,1968,4.0451612
Greece,GRC,1969,6.0766125
Greece,GRC,1970,7.7946234
Greece,GRC,1971,7.841935
Greece,GRC,1972,7.9158597
Greece,GRC,1973,6.5733867
Greece,GRC,1974,6.940054
Greece,GRC,1975,5.958333
Greece,GRC,1976,5.556183
Greece,GRC,1977,5.6833334
Greece,GRC,1978,8.835484
Greece,GRC,1979,10.544623
Greece,GRC,1980,10.068548
Greece,GRC,1981,10.074462
