Entity,Code,Year,Wind (TWh - equivalent)
Cyprus,CYP,2014,0.49820304
Cyprus,CYP,2015,0.5974547
Cyprus,CYP,2016,0.6068872
Cyprus,CYP,2017,0.56273
Cyprus,CYP,2018,0.5836739
Cyprus,CYP,2019,0.6288508
Cyprus,CYP,2020,0.6313808
Cyprus,CYP,2021,0.64495337
Cyprus,CYP,2022,0.58469164
Czechia,CZE,1990,0
Czechia,CZE,1991,0
Czechia,CZE,1992,0
Czechia,CZE,1993,0
Czechia,CZE,1994,0
Czechia,CZE,1995,0
Czechia,CZE,1996,0
Czechia,CZE,1997,0
Czechia,CZE,1998,0
Czechia,CZE,1999,0
Czechia,CZE,2000,0
Czechia,CZE,2001,0.0005875583
Czechia,CZE,2002,0.004670139
Czechia,CZE,2003,0.011310472
Czechia,CZE,2004,0.028528333
Czechia,CZE,2005,0.06093333
Czechia,CZE,2006,0.14049195
Czechia,CZE,2007,0.35372972
Czechia,CZE,2008,0.6875116
Czechia,CZE,2009,0.8044883
Czechia,CZE,2010,0.9311872
Czechia,CZE,2011,1.0951942
Czechia,CZE,2012,1.1401433
Czechia,CZE,2013,1.3096149
Czechia,CZE,2014,1.2910057
Czechia,CZE,2015,1.5420272
Czechia,CZE,2016,1.3303813
Czechia,CZE,2017,1.5729246
Czechia,CZE,2018,1.6121203
Czechia,CZE,2019,1.8452703
Czechia,CZE,2020,1.8359956
Czechia,CZE,2021,1.5740203
Czechia,CZE,2022,1.6720064
Denmark,DNK,1978,0.008870971
Denmark,DNK,1979,0.017741943
Denmark,DNK,1980,0.031048333
Denmark,DNK,1981,0.031048333
Denmark,DNK,1982,0.054704163
Denmark,DNK,1983,0.080134444
Denmark,DNK,1984,0.09817194
Denmark,DNK,1985,0.15198916
Denmark,DNK,1986,0.37139776
Denmark,DNK,1987,0.5139247
Denmark,DNK,1988,0.8625539
Denmark,DNK,1989,1.2667742
Denmark,DNK,1990,1.8046504
Denmark,DNK,1991,2.1884677
Denmark,DNK,1992,2.7068279
Denmark,DNK,1993,3.058118
Denmark,DNK,1994,3.3620965
Denmark,DNK,1995,3.4812632
Denmark,DNK,1996,3.62793
Denmark,DNK,1997,5.7194085
Denmark,DNK,1998,8.338414
Denmark,DNK,1999,8.95672
Denmark,DNK,2000,12.5411825
Denmark,DNK,2001,12.650172
Denmark,DNK,2002,14.234978
Denmark,DNK,2003,16.12696
Denmark,DNK,2004,18.970236
Denmark,DNK,2005,18.938618
Denmark,DNK,2006,17.379614
Denmark,DNK,2007,20.277435
Denmark,DNK,2008,19.46752
Denmark,DNK,2009,18.768421
Denmark,DNK,2010,21.675667
Denmark,DNK,2011,26.963594
Denmark,DNK,2012,28.15951
Denmark,DNK,2013,30.31557
Denmark,DNK,2014,35.430946
Denmark,DNK,2015,38.060024
Denmark,DNK,2016,34.217175
Denmark,DNK,2017,39.33387
Denmark,DNK,2018,36.78078
Denmark,DNK,2019,42.570515
Denmark,DNK,2020,42.887863
Denmark,DNK,2021,42.009354
Denmark,DNK,2022,49.540455
Eastern Africa (EI),,1971,0
Eastern Africa (EI),,1972,0
Eastern Africa (EI),,1973,0
Eastern Africa (EI),,1974,0
Eastern Africa (EI),,1975,0
Eastern Africa (EI),,1976,0
Eastern Africa (EI),,1977,0
Eastern Africa (EI),,1978,0
Eastern Africa (EI),,1979,0
Eastern Africa (EI),,1980,0
Eastern Africa (EI),,1981,0
Eastern Africa (EI),,1982,0
Eastern Africa (EI),,1983,0
Eastern Africa (EI),,1984,0
Eastern Africa (EI),,1985,0
Eastern Africa (EI),,1986,0
Eastern Africa (EI),,1987,0
Eastern Africa (EI),,1988,0
Eastern Africa (EI),,1989,0
Eastern Africa (EI),,1990,0
Eastern Africa (EI),,1991,0
Eastern Africa (EI),,1992,0
Eastern Africa (EI),,1993,0
Eastern Africa (EI),,1994,0
Eastern Africa (EI),,1995,0
Eastern Africa (EI),,1996,0
Eastern Africa (EI),,1997,0
Eastern Africa (EI),,1998,0
Eastern Africa (EI),,1999,0
Eastern Africa (EI),,2000,0.00029569998
Eastern Africa (EI),,2001,0
Eastern Africa (EI),,2002,0.00087565
Eastern Africa (EI),,2003,0.0011600499
Eastern Africa (EI),,2004,0.0025934859
Eastern Africa (EI),,2005,0.0037224442
Eastern Africa (EI),,2006,0.013657944
Eastern Africa (EI),,2007,0.031103887
Eastern Africa (EI),,2008,0.0451575
Eastern Africa (EI),,2009,0.07456528
Eastern Africa (EI),,2010,0.10605499
Eastern Africa (EI),,2011,0.09415277
Eastern Africa (EI),,2012,0.42219833
Eastern Africa (EI),,2013,0.8577192
Eastern Africa (EI),,2014,1.1955343
Eastern Africa (EI),,2015,2.094383
Eastern Africa (EI),,2016,2.3822973
Eastern Africa (EI),,2017,2.107143
Eastern Africa (EI),,2018,2.2825933
Eastern Africa (EI),,2019,5.858152
Eastern Africa (EI),,2020,5.1844196
Eastern Africa (EI),,2021,6.7706833
Eastern Africa (EI),,2022,7.1669364
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0
Ecuador,ECU,2006,0
Ecuador,ECU,2007,0.0027205527
Ecuador,ECU,2008,0.007537861
Ecuador,ECU,2009,0.008949
Ecuador,ECU,2010,0.009533694
Ecuador,ECU,2011,0.009226778
Ecuador,ECU,2012,0.0065761665
Ecuador,ECU,2013,0.15453917
Ecuador,ECU,2014,0.21603027
Ecuador,ECU,2015,0.26608276
Ecuador,ECU,2016,0.22476083
Ecuador,ECU,2017,0.1953386
Ecuador,ECU,2018,0.21234028
Ecuador,ECU,2019,0.22544666
Ecuador,ECU,2020,0.20248693
Ecuador,ECU,2021,0.16226026
Ecuador,ECU,2022,0.15799223
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0.035483886
Egypt,EGY,2000,0.23803777
Egypt,EGY,2001,0.5258642
Egypt,EGY,2002,0.6202525
Egypt,EGY,2003,0.8294355
Egypt,EGY,2004,1.4524981
Egypt,EGY,2005,1.4606591
Egypt,EGY,2006,1.7216423
Egypt,EGY,2007,1.8731189
Egypt,EGY,2008,2.6128287
Egypt,EGY,2009,2.8965838
Egypt,EGY,2010,3.9111888
Egypt,EGY,2011,4.123706
Egypt,EGY,2012,3.6637826
Egypt,EGY,2013,4.296848
Egypt,EGY,2014,2.7852988
Egypt,EGY,2015,5.1019583
Egypt,EGY,2016,6.416037
Egypt,EGY,2017,5.6141944
Egypt,EGY,2018,7.903716
Egypt,EGY,2019,13.126317
Egypt,EGY,2020,13.741634
Egypt,EGY,2021,14.0787325
Egypt,EGY,2022,13.409331
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0
Estonia,EST,2000,0
Estonia,EST,2001,0
Estonia,EST,2002,0.0040863613
Estonia,EST,2003,0.017690748
Estonia,EST,2004,0.021900555
Estonia,EST,2005,0.15433805
Estonia,EST,2006,0.21710443
Estonia,EST,2007,0.2573136
Estonia,EST,2008,0.37373778
Estonia,EST,2009,0.5445789
Estonia,EST,2010,0.7688353
Estonia,EST,2011,1.015185
Estonia,EST,2012,1.1899999
Estonia,EST,2013,1.441746
Estonia,EST,2014,1.636295
Estonia,EST,2015,1.9254752
Estonia,EST,2016,1.5901601
Estonia,EST,2017,1.924113
Estonia,EST,2018,1.6826824
Estonia,EST,2019,1.810913
Estonia,EST,2020,2.216588
Estonia,EST,2021,1.9180242
Estonia,EST,2022,1.7236431
Europe,,1965,0
Europe,,1966,0
Europe,,1967,0
Europe,,1968,0
Europe,,1969,0
Europe,,1970,0
Europe,,1971,0
Europe,,1972,0
Europe,,1973,0
Europe,,1974,0
Europe,,1975,0
Europe,,1976,0
Europe,,1977,0
Europe,,1978,0.008870971
Europe,,1979,0.017741943
Europe,,1980,0.031048333
Europe,,1981,0.031048333
Europe,,1982,0.054704163
Europe,,1983,0.08900542
Europe,,1984,0.11295688
Europe,,1985,0.16973111
Europe,,1986,0.3950537
Europe,,1987,0.56419355
Europe,,1988,0.97491956
Europe,,1989,1.5240322
Europe,,1990,2.3048558
Europe,,1991,2.8961577
Europe,,1992,4.5379376
Europe,,1993,6.775722
Europe,,1994,8.835588
Europe,,1995,11.453096
Europe,,1996,14.310601
Europe,,1997,21.603447
Europe,,1998,33.05612
Europe,,1999,42.091396
Europe,,2000,66.27327
Europe,,2001,78.92258
Europe,,2002,106.34845
Europe,,2003,130.07536
Europe,,2004,172.17694
Europe,,2005,204.94583
Europe,,2006,238.04192
Europe,,2007,300.19525
Europe,,2008,340.9418
Europe,,2009,376.09534
Europe,,2010,417.77133
Europe,,2011,502.72922
Europe,,2012,573.5852
Europe,,2013,655.6612
Europe,,2014,694.61096
Europe,,2015,828.0812
Europe,,2016,823.2466
Europe,,2017,975.38025
Europe,,2018,1015.0296
Europe,,2019,1155.062
Europe,,2020,1285.6653
Europe,,2021,1234.4569
Europe,,2022,1365.5275
Europe (EI),,1965,0
Europe (EI),,1966,0
Europe (EI),,1967,0
Europe (EI),,1968,0
Europe (EI),,1969,0
Europe (EI),,1970,0
Europe (EI),,1971,0
Europe (EI),,1972,0
Europe (EI),,1973,0
Europe (EI),,1974,0
Europe (EI),,1975,0
Europe (EI),,1976,0
Europe (EI),,1977,0
Europe (EI),,1978,0.008870971
Europe (EI),,1979,0.017741943
Europe (EI),,1980,0.031048333
Europe (EI),,1981,0.031048333
Europe (EI),,1982,0.054704163
Europe (EI),,1983,0.08900528
Europe (EI),,1984,0.11295694
Europe (EI),,1985,0.16973111
Europe (EI),,1986,0.39505386
Europe (EI),,1987,0.5641936
Europe (EI),,1988,0.97491944
Europe (EI),,1989,1.5240321
Europe (EI),,1990,2.3048558
Europe (EI),,1991,2.896158
Europe (EI),,1992,4.5379376
Europe (EI),,1993,6.775722
Europe (EI),,1994,8.835589
Europe (EI),,1995,11.453096
Europe (EI),,1996,14.310601
Europe (EI),,1997,21.603447
Europe (EI),,1998,33.072384
Europe (EI),,1999,42.152016
Europe (EI),,2000,66.36642
Europe (EI),,2001,79.096794
Europe (EI),,2002,106.47047
Europe (EI),,2003,130.2285
Europe (EI),,2004,172.32011
Europe (EI),,2005,205.09244
Europe (EI),,2006,238.39561
Europe (EI),,2007,301.16653
Europe (EI),,2008,343.30307
Europe (EI),,2009,380.2581
Europe (EI),,2010,425.85175
Europe (EI),,2011,515.7349
Europe (EI),,2012,589.62415
Europe (EI),,2013,676.2244
Europe (EI),,2014,717.4079
Europe (EI),,2015,858.9573
Europe (EI),,2016,864.1945
Europe (EI),,2017,1022.39935
Europe (EI),,2018,1066.9203
Europe (EI),,2019,1211.0762
Europe (EI),,2020,1347.3967
Europe (EI),,2021,1309.4713
Europe (EI),,2022,1445.7112
European Union (27),,1965,0
European Union (27),,1966,0
European Union (27),,1967,0
European Union (27),,1968,0
European Union (27),,1969,0
European Union (27),,1970,0
European Union (27),,1971,0
European Union (27),,1972,0
European Union (27),,1973,0
European Union (27),,1974,0
European Union (27),,1975,0
European Union (27),,1976,0
European Union (27),,1977,0
European Union (27),,1978,0.008870971
European Union (27),,1979,0.017741943
European Union (27),,1980,0.031048333
European Union (27),,1981,0.031048333
European Union (27),,1982,0.054704163
European Union (27),,1983,0.08900528
European Union (27),,1984,0.11295694
European Union (27),,1985,0.16973111
European Union (27),,1986,0.39505386
European Union (27),,1987,0.5641936
European Union (27),,1988,0.97491944
European Union (27),,1989,1.4974195
European Union (27),,1990,2.2782428
European Union (27),,1991,2.8695452
European Union (27),,1992,4.440357
European Union (27),,1993,6.112093
European Union (27),,1994,7.789965
European Union (27),,1995,10.262684
European Union (27),,1996,12.836288
European Union (27),,1997,19.591051
European Union (27),,1998,30.41094
European Union (27),,1999,39.48461
European Union (27),,2000,63.3505
European Union (27),,2001,75.93894
European Union (27),,2002,102.3562
European Union (27),,2003,125.569664
European Union (27),,2004,165.7059
European Union (27),,2005,194.9919
European Union (27),,2006,223.97327
European Union (27),,2007,282.5188
European Union (27),,2008,318.19562
European Union (27),,2009,347.20493
European Union (27),,2010,386.48346
European Union (27),,2011,454.64435
European Union (27),,2012,513.8261
European Union (27),,2013,571.04083
European Union (27),,2014,598.0896
European Union (27),,2015,708.6174
European Union (27),,2016,714.1102
European Union (27),,2017,830.9812
European Union (27),,2018,848.0689
European Union (27),,2019,960.5566
European Union (27),,2020,1043.6061
European Union (27),,2021,1010.948
European Union (27),,2022,1096.2596
Finland,FIN,1990,0
Finland,FIN,1991,0
Finland,FIN,1992,0.005913972
Finland,FIN,1993,0.011827944
Finland,FIN,1994,0.020698916
Finland,FIN,1995,0.032526944
Finland,FIN,1996,0.032526944
Finland,FIN,1997,0.050268885
Finland,FIN,1998,0.06801083
Finland,FIN,1999,0.1448925
Finland,FIN,2000,0.23064528
Finland,FIN,2001,0.20564526
Finland,FIN,2002,0.18680528
Finland,FIN,2003,0.26971164
Finland,FIN,2004,0.34678942
Finland,FIN,2005,0.48661417
Finland,FIN,2006,0.44286165
Finland,FIN,2007,0.5327464
Finland,FIN,2008,0.73207635
Finland,FIN,2009,0.7725311
Finland,FIN,2010,0.8169
Finland,FIN,2011,1.3279969
Finland,FIN,2012,1.3554015
Finland,FIN,2013,2.1086338
Finland,FIN,2014,2.9994373
Finland,FIN,2015,6.2675133
Finland,FIN,2016,8.213262
Finland,FIN,2017,12.761397
Finland,FIN,2018,15.447522
Finland,FIN,2019,15.881063
Finland,FIN,2020,20.847878
Finland,FIN,2021,21.404078
Finland,FIN,2022,31.0348
France,FRA,1990,0.0008029
France,FRA,1991,0.0014477527
France,FRA,1992,0.0014477527
France,FRA,1993,0.007103222
France,FRA,1994,0.013909666
France,FRA,1995,0.013939833
France,FRA,1996,0.021971026
France,FRA,1997,0.032906666
France,FRA,1998,0.057653055
France,FRA,1999,0.10924417
France,FRA,2000,0.14193554
France,FRA,2001,0.38485026
France,FRA,2002,0.7734911
France,FRA,2003,1.125248
France,FRA,2004,1.714583
France,FRA,2005,2.7546039
France,FRA,2006,6.208673
France,FRA,2007,11.508417
France,FRA,2008,16.000471
France,FRA,2009,22.095938
France,FRA,2010,27.603132
France,FRA,2011,33.968895
France,FRA,2012,41.42512
France,FRA,2013,43.754795
France,FRA,2014,46.73245
France,FRA,2015,57.495407
France,FRA,2016,57.042225
France,FRA,2017,65.31789
France,FRA,2018,75.4849
France,FRA,2019,91.245125
France,FRA,2020,104.39454
France,FRA,2021,96.22842
France,FRA,2022,99.09144
Germany,DEU,1986,0.002957
Germany,DEU,1987,0.005913972
Germany,DEU,1988,0.023655916
Germany,DEU,1989,0.07688166
Germany,DEU,1990,0.2099461
Germany,DEU,1991,0.29569888
Germany,DEU,1992,0.8131719
Germany,DEU,1993,1.7741935
Germany,DEU,1994,2.6879032
Germany,DEU,1995,4.4354835
Germany,DEU,1996,6.0086017
Germany,DEU,1997,8.77043
Germany,DEU,1998,13.273924
Germany,DEU,1999,16.346235
Germany,DEU,2000,28.091396
Germany,DEU,2001,30.846773
Germany,DEU,2002,46.117584
Germany,DEU,2003,55.354668
Germany,DEU,2004,74.9777
Germany,DEU,2005,79.52845
Germany,DEU,2006,89.129456
Germany,DEU,2007,114.538445
Germany,DEU,2008,116.29426
Germany,DEU,2009,110.08871
Germany,DEU,2010,106.990234
Germany,DEU,2011,137.53824
Germany,DEU,2012,141.70322
Germany,DEU,2013,143.73036
Germany,DEU,2014,158.47409
Germany,DEU,2015,217.1182
Germany,DEU,2016,213.95955
Germany,DEU,2017,281.27975
Germany,DEU,2018,290.90036
Germany,DEU,2019,331.8531
Germany,DEU,2020,346.93808
Germany,DEU,2021,299.99414
Germany,DEU,2022,326.6401
Greece,GRC,1987,0.002957
Greece,GRC,1988,0.002957
Greece,GRC,1989,0.002957
Greece,GRC,1990,0.005913972
Greece,GRC,1991,0.005913972
Greece,GRC,1992,0.023655916
Greece,GRC,1993,0.13897862
Greece,GRC,1994,0.10940861
Greece,GRC,1995,0.1005375
Greece,GRC,1996,0.11236555
Greece,GRC,1997,0.10645166
Greece,GRC,1998,0.20698917
Greece,GRC,1999,0.47903222
Greece,GRC,2000,1.3336022
Greece,GRC,2001,2.2209675
Greece,GRC,2002,1.9001614
Greece,GRC,2003,2.9610264
Greece,GRC,2004,3.2296546
Greece,GRC,2005,3.6263757
Greece,GRC,2006,4.835347
Greece,GRC,2007,5.140615
Greece,GRC,2008,6.3001504
Greece,GRC,2009,7.1018667
Greece,GRC,2010,7.532746
Greece,GRC,2011,9.145566
Greece,GRC,2012,10.556882
Greece,GRC,2013,11.280875
Greece,GRC,2014,9.99271
Greece,GRC,2015,12.444276
Greece,GRC,2016,13.775757
Greece,GRC,2017,14.735529
Greece,GRC,2018,16.668766
Greece,GRC,2019,19.15389
Greece,GRC,2020,24.451025
Greece,GRC,2021,27.430574
Greece,GRC,2022,28.364248
High-income countries,,1965,0
High-income countries,,1966,0
High-income countries,,1967,0
High-income countries,,1968,0
High-income countries,,1969,0
High-income countries,,1970,0
High-income countries,,1971,0
High-income countries,,1972,0
High-income countries,,1973,0
High-income countries,,1974,0
High-income countries,,1975,0
High-income countries,,1976,0
High-income countries,,1977,0
High-income countries,,1978,0.008870971
High-income countries,,1979,0.017741943
High-income countries,,1980,0.031048333
High-income countries,,1981,0.031048333
High-income countries,,1982,0.054704163
High-income countries,,1983,0.09697436
High-income countries,,1984,0.13234158
High-income countries,,1985,0.18989839
High-income countries,,1986,0.41052264
High-income countries,,1987,0.577727
High-income countries,,1988,0.98047817
High-income countries,,1989,7.8353605
High-income countries,,1990,10.639682
High-income countries,,1991,11.715903
High-income countries,,1992,13.339064
High-income countries,,1993,15.941523
High-income countries,,1994,19.329313
High-income countries,,1995,21.103554
High-income countries,,1996,24.2029
High-income countries,,1997,31.674198
High-income countries,,1998,42.411583
High-income countries,,1999,56.332138
High-income countries,,2000,84.86269
High-income countries,,2001,101.93892
High-income countries,,2002,141.33333
High-income countries,,2003,169.80145
High-income countries,,2004,223.66411
High-income countries,,2005,272.40295
High-income countries,,2006,336.79294
High-income countries,,2007,427.57355
High-income countries,,2008,532.1878
High-income countries,,2009,632.67786
High-income countries,,2010,740.58826
High-income countries,,2011,905.9143
High-income countries,,2012,1037.7853
High-income countries,,2013,1196.3505
High-income countries,,2014,1276.4441
High-income countries,,2015,1477.4116
High-income countries,,2016,1582.8972
High-income countries,,2017,1810.8856
High-income countries,,2018,1909.2
High-income countries,,2019,2114.9858
High-income countries,,2020,2370.6274
High-income countries,,2021,2431.2603
High-income countries,,2022,2737.4382
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.001974711
Hong Kong,HKG,2007,0.0024458917
Hong Kong,HKG,2008,0.0022677167
Hong Kong,HKG,2009,0.0030691945
Hong Kong,HKG,2010,0.0028893887
Hong Kong,HKG,2011,0.0023945111
Hong Kong,HKG,2012,0.00288725
Hong Kong,HKG,2013,0.00227845
Hong Kong,HKG,2014,0.0024381888
Hong Kong,HKG,2015,0.0021839999
Hong Kong,HKG,2016,0.0013171028
Hong Kong,HKG,2017,0.0027810556
Hong Kong,HKG,2018,0.0018520083
Hong Kong,HKG,2019,0.0018451805
Hong Kong,HKG,2020,0.0021010304
Hong Kong,HKG,2021,0.002684711
Hong Kong,HKG,2022,0.0026749193
Hungary,HUN,1990,0
Hungary,HUN,1991,0
Hungary,HUN,1992,0
Hungary,HUN,1993,0
Hungary,HUN,1994,0
Hungary,HUN,1995,0
Hungary,HUN,1996,0
Hungary,HUN,1997,0
Hungary,HUN,1998,0
Hungary,HUN,1999,0
Hungary,HUN,2000,0
Hungary,HUN,2001,0.0029377777
Hungary,HUN,2002,0.0029188332
Hungary,HUN,2003,0.0116005
Hungary,HUN,2004,0.017289916
Hungary,HUN,2005,0.028634166
Hungary,HUN,2006,0.1223525
Hungary,HUN,2007,0.31103832
Hungary,HUN,2008,0.5760619
Hungary,HUN,2009,0.92438775
Hungary,HUN,2010,1.46273
Hungary,HUN,2011,1.7269177
Hungary,HUN,2012,2.1145284
Hungary,HUN,2013,1.9565911
Hungary,HUN,2014,1.778631
Hungary,HUN,2015,1.8662297
Hungary,HUN,2016,1.8310938
Hungary,HUN,2017,2.017258
Hungary,HUN,2018,1.6059563
Hungary,HUN,2019,1.9216238
Hungary,HUN,2020,1.7202194
Hungary,HUN,2021,1.7374732
Hungary,HUN,2022,1.5760597
Iceland,ISL,1990,0
Iceland,ISL,1991,0
Iceland,ISL,1992,0
Iceland,ISL,1993,0
Iceland,ISL,1994,0
Iceland,ISL,1995,0
Iceland,ISL,1996,0
Iceland,ISL,1997,0
Iceland,ISL,1998,0
Iceland,ISL,1999,0
Iceland,ISL,2000,0
Iceland,ISL,2001,0
Iceland,ISL,2002,0
Iceland,ISL,2003,0
Iceland,ISL,2004,0
Iceland,ISL,2005,0
Iceland,ISL,2006,0
Iceland,ISL,2007,0
Iceland,ISL,2008,0
Iceland,ISL,2009,0
Iceland,ISL,2010,0
Iceland,ISL,2011,0.000021892694
Iceland,ISL,2012,0
Iceland,ISL,2013,0.014948222
Iceland,ISL,2014,0.022717249
Iceland,ISL,2015,0.029337779
Iceland,ISL,2016,0.024654916
Iceland,ISL,2017,0.021628
Iceland,ISL,2018,0.011543306
Iceland,ISL,2019,0.017316194
Iceland,ISL,2020,0.017491888
Iceland,ISL,2021,0.01592772
Iceland,ISL,2022,0.0149466945
India,IND,1965,0
India,IND,1966,0
India,IND,1967,0
India,IND,1968,0
India,IND,1969,0
India,IND,1970,0
India,IND,1971,0
India,IND,1972,0
India,IND,1973,0
India,IND,1974,0
India,IND,1975,0
India,IND,1976,0
India,IND,1977,0
India,IND,1978,0
India,IND,1979,0
India,IND,1980,0
India,IND,1981,0
India,IND,1982,0
India,IND,1983,0
India,IND,1984,0
India,IND,1985,0
India,IND,1986,0
India,IND,1987,0
India,IND,1988,0
India,IND,1989,0
India,IND,1990,0.08960583
India,IND,1991,0.3338736
India,IND,1992,0.26160473
India,IND,1993,0.2802339
India,IND,1994,0.56561273
India,IND,1995,1.4680564
India,IND,1996,2.5973601
India,IND,1997,2.9215052
India,IND,1998,3.1905913
India,IND,1999,4.2758064
India,IND,2000,4.677957
India,IND,2001,6.1252875
India,IND,2002,6.0857697
India,IND,2003,7.553315
India,IND,2004,15.05787
India,IND,2005,17.15471
India,IND,2006,26.568398
India,IND,2007,33.03453
India,IND,2008,40.403576
India,IND,2009,45.440216
India,IND,2010,54.00277
India,IND,2011,66.07612
India,IND,2012,75.21842
India,IND,2013,81.7827
India,IND,2014,90.6326
India,IND,2015,88.17162
India,IND,2016,116.32454
India,IND,2017,140.06178
India,IND,2018,159.5672
India,IND,2019,166.89456
India,IND,2020,158.69983
India,IND,2021,178.18063
India,IND,2022,182.61719
Indonesia,IDN,1965,0
Indonesia,IDN,1966,0
Indonesia,IDN,1967,0
Indonesia,IDN,1968,0
Indonesia,IDN,1969,0
Indonesia,IDN,1970,0
Indonesia,IDN,1971,0
Indonesia,IDN,1972,0
Indonesia,IDN,1973,0
Indonesia,IDN,1974,0
Indonesia,IDN,1975,0
Indonesia,IDN,1976,0
Indonesia,IDN,1977,0
Indonesia,IDN,1978,0
Indonesia,IDN,1979,0
Indonesia,IDN,1980,0
Indonesia,IDN,1981,0
Indonesia,IDN,1982,0
Indonesia,IDN,1983,0
Indonesia,IDN,1984,0
Indonesia,IDN,1985,0
Indonesia,IDN,1986,0
Indonesia,IDN,1987,0
Indonesia,IDN,1988,0
Indonesia,IDN,1989,0
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,0
Indonesia,IDN,2006,0
Indonesia,IDN,2007,0.000056552497
Indonesia,IDN,2008,0.0007587166
Indonesia,IDN,2009,0.010249251
Indonesia,IDN,2010,0.01010311
Indonesia,IDN,2011,0.012938083
Indonesia,IDN,2012,0.012640333
Indonesia,IDN,2013,0.00027254166
Indonesia,IDN,2014,0
Indonesia,IDN,2015,0.0099639995
Indonesia,IDN,2016,0.015232333
Indonesia,IDN,2017,0
Indonesia,IDN,2018,0.50263524
Indonesia,IDN,2019,1.2758105
Indonesia,IDN,2020,1.2474874
Indonesia,IDN,2021,1.1434878
Indonesia,IDN,2022,0.9281399
Iran,IRN,1990,0
Iran,IRN,1991,0
Iran,IRN,1992,0
Iran,IRN,1993,0
Iran,IRN,1994,0
Iran,IRN,1995,0
Iran,IRN,1996,0
Iran,IRN,1997,0
Iran,IRN,1998,0
Iran,IRN,1999,0.10349472
Iran,IRN,2000,0.10793
Iran,IRN,2001,0.09900333
Iran,IRN,2002,0.08844056
Iran,IRN,2003,0.08004333
Iran,IRN,2004,0.13342054
Iran,IRN,2005,0.2030161
Iran,IRN,2006,0.35652915
Iran,IRN,2007,0.39841193
Iran,IRN,2008,0.55020946
Iran,IRN,2009,0.63171136
Iran,IRN,2010,0.46907276
Iran,IRN,2011,0.58483475
Iran,IRN,2012,0.7759677
Iran,IRN,2013,0.59686667
Iran,IRN,2014,0.54181945
Iran,IRN,2015,0.37970915
Iran,IRN,2016,0.41761777
Iran,IRN,2017,0.8462903
Iran,IRN,2018,1.9842952
Iran,IRN,2019,1.9031719
Iran,IRN,2020,2.9572015
Iran,IRN,2021,2.9585476
Iran,IRN,2022,3.2499468
Iraq,IRQ,1990,0
Iraq,IRQ,1991,0
Iraq,IRQ,1992,0
Iraq,IRQ,1993,0
Iraq,IRQ,1994,0
Iraq,IRQ,1995,0
Iraq,IRQ,1996,0
Iraq,IRQ,1997,0
Iraq,IRQ,1998,0
Iraq,IRQ,1999,0
Iraq,IRQ,2000,0
Iraq,IRQ,2001,0
Iraq,IRQ,2002,0
Iraq,IRQ,2003,0
Iraq,IRQ,2004,0
Iraq,IRQ,2005,0
Iraq,IRQ,2006,0
Iraq,IRQ,2007,0
Iraq,IRQ,2008,0
Iraq,IRQ,2009,0
Iraq,IRQ,2010,0
Iraq,IRQ,2011,0
Iraq,IRQ,2012,0
Iraq,IRQ,2013,0
Iraq,IRQ,2014,0
Iraq,IRQ,2015,0
Iraq,IRQ,2016,0
Iraq,IRQ,2017,0
Iraq,IRQ,2018,0
